Sr,Words,P.O.S,Level,Nepali Word
2698,though,conj. Adverb,B1,हुनत
2699,thought,Noun,A2,विचार
2700,thousand,number,A1,हजार
2701,threat,Noun,B2,खतरा
2702,threaten,Verb,B2,खतरामा
2703,three,number,A1,तीन
2704,throat,Noun,B1,घाँटी
2705,through,prep. Adverb,A1,मार्फत
2706,throughout,prep./Adverb,B1,अवधिभर
2707,throw,Verb,A2,फाल्नु
2708,Thursday,Noun,A1,बिहीबार
2709,thus,Adverb,B2,यसरी
2710,ticket,Noun,A1,टिकट
2711,tidy,Adjective v,A2,सुग्घर
2712,tie,Verb Noun,A2,टाई
2713,tight,Adjective,B1,तंग
2714,till,conj./prep.,B1,सम्म
2715,time,"Noun, Verb","A1, B2",समय
2716,tin,Noun,B1,टिन
2717,tiny,Adjective,B1,सानो
2718,tip,"Noun, Verb","A2, B1",टिप
2719,tired,Adjective,A1,थकित
2720,title,Noun,"A1, B2",शीर्षक
2721,to,"prep., infinitive marker",A1,गर्न
2722,today,Adverb Noun,A1,आज
2723,toe,Noun,B1,खुट्टाको औंलासम्म
2724,together,Adverb,A1,सँगै
2725,toilet,Noun,A1,शौचालय
2726,tomato,Noun,A1,टमाटर
2727,tomorrow,Adverb Noun,A1,भोलि
2728,tone,Noun,B2,टोन
2729,tongue,Noun,B1,जिब्रो
2730,tonight,Adverb n,A1,आज राती
2731,too,Adverb,A1,धेरै
2732,tool,Noun,A2,उपकरण
2733,tooth,Noun,A1,दाँत
2734,top,"Noun, Adjective",A2,शीर्ष
2735,topic,Noun,A1,विषय
2736,total,Adjective Noun,B1,कुल
2737,totally,Adverb,B1,पूर्ण
2738,touch,"Verb , Noun","A2, B1",स्पर्श
2739,tough,Adjective,B2,कठिन
2740,tour,"Noun, Verb","A2, B1",भ्रमण
2741,tourism,Noun,A2,पर्यटन
2742,tourist,Noun,A1,पर्यटक
2743,towards,prep.,A2,तिर
2744,towel,Noun,A2,तौलिया
2745,tower,Noun,A2,टावर
2746,town,Noun,A1,शहर
2747,toy,"Noun, Adjective",A2,खेलौना
2748,track,"Noun, Verb","A2, B2",ट्र्याक
2749,trade,"Noun, Verb",B1,व्यापार
2750,tradition,Noun,A2,परम्परा
2751,traditional,Adjective,A2,परम्परागत
2752,traffic,Noun,A1,यातायात
2753,train,"Noun, Verb","A1, A2",रेल
2754,trainer,Noun,A2,प्रशिक्षक
2755,training,Noun,A2,प्रशिक्षण
2756,transfer,Verb Noun,B2,स्थानान्तरण
2757,transform,Verb,B2,परिवर्तन
2758,transition,Noun,B2,संक्रमण
2759,translate,Verb,B1,अनुवाद
2760,translation,Noun,B1,अनुवाद
2761,transport,"Noun, Verb","A2, B1",परिवहन
2762,travel,Verb Noun,A1,यात्रा
2763,traveller,Noun,A2,यात्री
2764,treat,Verb,B1,व्यवहार
2765,treatment,Noun,B1,उपचार
2766,tree,Noun,A1,रूख
2767,trend,Noun,B1,प्रवृत्ति
2768,trial,Noun,B2,परीक्षण
2769,trick,Noun Verb,B1,चाल
2770,trip,"Noun, Verb","A1, B2",यात्रा
2771,tropical,Adjective,B2,ट्रपिकल
2772,trouble,"Noun, Verb","A2, B2",समस्या
2773,trousers,Noun,A1,ट्राउजर
2774,truck,Noun,A2,ट्रक
2775,TRUE,Adjective,A1,साँचो
2776,truly,Adverb,B2,साँच्चै
2777,trust,Noun Verb,B2,भरोसा
2778,truth,Noun,B1,सत्य
2779,try,"Verb , Noun","A1, B2",प्रयास
2780,T-shirt,Noun,A1,टी-शर्ट
2781,tube,Noun,B1,ट्यूब
2782,Tuesday,Noun,A1,मंगलवार
2783,tune,Noun,B2,ट्युन
2784,tunnel,Noun,B2,टनेल
2785,turn,Verb Noun,A1,बारी
2786,TV,Noun,A1,टिभी
2787,twelve,number,A1,बाह्र
2788,twenty,number,A1,बीस
2789,twice,Adverb,A1,दुई पटक
2790,twin,Noun Adjective,A2,ट्विन
2791,two,number,A1,दुई
2792,type,"Noun, Verb","A1, B1",प्रकार
2793,typical,Adjective,A2,विशिष्ट
2794,typically,Adverb,B1,सामान्यतया
2795,tyre,Noun,B1,टायर
2796,ugly,Adjective,B1,कुरुप
2797,ultimately,Adverb,B2,अन्ततः
2798,umbrella,Noun,A1,छाता
2799,unable,Adjective,B1,असमर्थ
2800,uncle,Noun,A1,मामा
2801,uncomfortable,Adjective,B1,असहज
2802,unconscious,Adjective,B2,अचेत
2803,under,prep. Adj,A1,अन्तर्गत
2804,underground,Adjective Adverb,A2,भूमिगत
2805,understand,Verb,A1,बुझ्न
2806,understanding,Noun,A2,समझ
2807,underwear,Noun,B1,अंडरवियर
2808,unemployed,Adjective,B1,बेरोजगार
2809,unemployment,Noun,B1,बेरोजगारी
2810,unexpected,Adjective,B2,अनपेक्षित
2811,unfair,Adjective,B1,अन्याय
2812,unfortunately,Adverb,A2,दुर्भाग्य
2813,unhappy,Adjective,A2,दुखी
2814,uniform,Noun,A2,वर्दी
2815,union,Noun,B1,संघ
2816,unique,Adjective,B2,अद्वितीय
2817,unit,Noun,A2,एकाइ
2818,united,Adjective,A2,संयुक्त
2819,universe,Noun,B2,ब्रह्माण्ड
2820,university,Noun,A1,विश्वविद्यालय
2821,unknown,Adjective,B2,अज्ञात
2822,unless,conj.,B1,जबसम्म
2823,unlike,prep.,B1,विपरीत
2824,unlikely,Adjective,B1,असम्भाव्य
2825,unnecessary,Adjective,B1,अनावश्यक
2826,unpleasant,Adjective,B1,अप्रिय
2827,until,conj./prep.,A1,सम्म
2828,unusual,Adjective,A2,असामान्य
2829,up,Adverb proNoun,A1,माथि
2830,update,Verb Noun,B1,अद्यावधिक
2831,upon,prep.,B1,मा
2832,upper,Adjective,B2,माथिल्लो
2833,upset,Adjective v,B1,उदास
2834,upstairs,"Adverb , Adjective","A1, A2",माथिल्लो तलाको
2835,upwards,Adverb,B2,माथिको
2836,urban,Adjective,B2,शहरी
2837,urge,Verb,B2,चाहनाको
2838,us,proNoun,A1,हामीलाई
2839,use,"Verb , Noun","A1, A2",प्रयोग
2840,used,Adjective,B1,प्रयोग
2841,used to,modal Verb,A2,प्रयोग
2842,useful,Adjective,A1,उपयोगी
2843,user,Noun,A2,प्रयोगकर्ता
2844,usual,Adjective,A2,सामान्य
2845,usually,Adverb,A1,सामान्यतया
2846,vacation,Noun,A1,छुट्टी
2847,valley,Noun,A2,उपत्यका
2848,valuable,Adjective,B1,बहुमूल्य
2849,value,"Noun, Verb","B1, B2",मूल्य
2850,van,Noun,A2,वैन
2851,variety,Noun,A2,विभिन्न
2852,various,Adjective,B1,विभिन्न
2853,vary,Verb,B2,भिन्न
2854,vast,Adjective,B2,विशाल
2855,vegetable,Noun,A1,सागसब्जी
2856,vehicle,Noun,A2,वाहन
2857,venue,Noun,B2,स्थल
2858,version,Noun,B1,संस्करण
2859,very,"Adverb , Adjective","A1, B1",धेरै
2860,via,prep.,B2,मार्फत
2861,victim,Noun,B1,पीडित
2862,victory,Noun,B2,विजय
2863,video,Noun,A1,भिडियो
2864,view,"Noun, Verb","A2,",दृश्य
2865,viewer,Noun,B1,दर्शक
2866,village,Noun,A1,गाउँमा
2867,violence,Noun,B2,हिंसा
2868,violent,Adjective,B1,हिंसात्मक
2869,virtual,Adjective,B2,भर्चुअल
2870,virus,Noun,A2,भाइरस
2871,vision,Noun,B2,दृष्टि
2872,visit,Verb Noun,A1,यात्रा
2873,visitor,Noun,A1,आगन्तुक
2874,visual,Adjective,B2,दृश्य
2875,vital,Adjective,B2,अत्यावश्यक
2876,vitamin,Noun,B2,भिटामिन
2877,voice,Noun,A2,आवाज
2878,volume,Noun,B2,मात्रा
2879,volunteer,Noun Verb,B1,स्वयंसेवक
2880,vote,Noun Verb,B1,मत
2881,wage,Noun,B2,ज्याला
2882,wait,"Verb , Noun","A1, A2",पर्खाइ
2883,waiter,Noun,A1,वेटर
2884,wake,Verb,A1,जागा
2885,walk,Verb Noun,A1,हिंड्न
2886,wall,Noun,A1,पर्खाल
2887,want,Verb,A1,चाहनुहुन्छ
2888,war,Noun,A2,युद्ध
2889,warm,"Adjective , v","A1, B1",न्यानो
2890,warn,Verb,B1,चेतावनी
2891,warning,Noun,B1,चेतावनी
2892,wash,"Verb , Noun","A1, A2",धो
2893,washing,Noun,A2,लुगा धुने
2894,waste,"Noun v, Adjective",B1,बर्बाद
2895,watch,Verb Noun,A1,हेर्ने
2896,water,"Noun, Verb","A1, B1",पानी
2897,wave,Noun,"A2, B1",लहर
2898,way,Noun,"A1, B2",बाटो
2899,we,proNoun,A1,हामी
2900,weak,Adjective,A2,कमजोर
2901,weakness,Noun,B2,कमजोरी
2902,wealth,Noun,B2,धन
2903,wealthy,Adjective,B2,धनी
2904,weapon,Noun,B1,हतियार
2905,wear,Verb,A1,वेयर
2906,weather,Noun,A1,मौसम
2907,web,Noun,A2,वेब
2908,website,Noun,A1,वेबसाइट
2909,wedding,Noun,A2,विवाह
2910,Wednesday,Noun,A1,बुधवार
2911,week,Noun,A1,हप्ता
2912,weekend,Noun,A1,सप्ताह
2913,weigh,Verb,B1,वजन
2914,weight,Noun,A2,वजन
2915,welcome,"exclam. Verb Adjective , n","A1, A2",स्वागत
2916,well,"Adverb , Adjective , exclam.",A1,राम्रो
2917,west,Noun Adjective Adverb,A1,पश्चिम
2918,western,Adjective,B1,पश्चिमी
2919,wet,Adjective,A2,भिजेको
2920,what,proNoun/det.,A1,के
2921,whatever,det./proNoun,B1,जे सुकै होस्
2922,wheel,Noun,A2,पाङ्ग्रा
2923,when,Adverb proNounconj.,A1,जब
2924,whenever,conj.,B1,जब
2925,where,Adverb conj.,A1,जहाँ
2926,whereas,conj.,B2,जबकि
2927,wherever,conj.,B2,जहा सुकै
2928,whether,conj.,B1,कि
2929,which,proNoun/det.,A1,जो
2930,while,"conj., Noun","A2, B1",जबकि
2931,whisper,Verb Noun,B2,लेकानेखुसीगर्छ
2932,white,Adjective Noun,A1,सेतो
2933,who,proNoun,A1,Who
2934,whole,"Adjective , n","A2, B1",सारा
2935,whom,proNoun,B2,जसलाई
2936,whose,det./proNoun,A2,जसको
2937,why,Adverb,A1,किन
2938,wide,Adjective,A2,विस्तृत
2939,widely,Adverb,B2,व्यापक
2940,wife,Noun,A1,पत्नी
2941,wild,Adjective,A2,जंगली
2942,wildlife,Noun,B2,वन्यजन्तु
2943,will,"modal, Noun Verb","A1,",हुनेछ
2944,willing,Adjective,B2,इच्छुक
2945,win,"Verb , Noun","A1, B1",जीत
2946,wind1,Noun,A2,wind1
2947,wind2,Verb,B2,wind2
2948,window,Noun,A1,विन्डो
2949,wine,Noun,A1,रक्सी
2950,wing,Noun,B1,पखेटा
2951,winner,Noun,A2,विजेता
2952,winter,Noun,A1,जाडो
2953,wire,Noun,B2,तार
2954,wise,Adjective,B2,बुद्धिमानी
2955,wish,Verb Noun,A2,इच्छा
2956,with,prep.,A1,संग
2957,within,prep.,B1,भित्र
2958,without,prep.,A1,बिना
2959,witness,Noun Verb,B2,साक्षी
2960,woman,Noun,A1,महिला
2961,wonder,Verb Noun,B1,आश्चर्य
2962,wonderful,Adjective,A1,सुन्दर
2963,wood,Noun,A2,काठ
2964,wooden,Adjective,A2,काठ
2965,wool,Noun,B1,ऊन
2966,word,Noun,A1,शब्द
2967,work,Verb Noun,A1,काम
2968,worker,Noun,A1,कामदार
2969,working,Adjective,A2,काम
2970,world,Noun,A1,विश्व
2971,worldwide,Adjective Adverb,B1,विश्वव्यापी
2972,worried,Adjective,A2,चिन्तित
2973,worry,Verb Noun,"A2, B1",चिन्ता
2974,worse,"Adjective, AdVerb Noun","A2,B1, B2",बुरा
2975,worst,"Adjective, AdVerb","A2,B1, B2",खराब
2976,worth,"Adjective, Noun","B1, B2",लायक
2977,would,"modal, Verb",A1,के
2978,wound,Noun Verb,B2,घाउ
2979,wow,exclam.,A2,आहा
2980,wrap,Verv,B2,बेर्नु
2981,write,Verb,A1,लेख्ने
2982,writer,Noun,A1,लेखक
2983,writing,Noun,A1,लेखन
2984,written,Adjective,B1,लिखित
2985,wrong,"Adjective, AdVerb Noun","A1, B1, B2",गलत
2986,yard,Noun,B1,यार्ड
2987,yeah,exclam.,A1,हाँ
2988,year,Noun,A1,वर्ष
2989,yellow,"Adjective, Noun",A1,पहेंलो
2990,yes,exclam.,A1,हो
2991,yesterday,AdVerb Noun,A1,हिजो
2992,yet,AdVerb conj.,"A2, B2",अझै
2993,you,proNoun,A1,तपाईं
2994,young,"Adjective, Noun","A1, B1",जवान
2995,your,det.,A1,आफ्नो
2996,yours,proNoun,A2,तपाइँको
2997,yourself,proNoun,A1,आफैलाई
2998,youth,Noun,B1,युवा
2999,zero,number,A2,शून्य
3000,zone,Noun,B2,क्षेत्र
